Data	Line4_E80_F-20
Recipe	GS_CALIBRATION_POLYTEC
Site Name	
Points	4466
X-Resolution	0.200000
X-Coord	-37877.17
Y-Coord	-9749.43
	       Raw	Intermediate	    Normal	 Roughness	  Waviness
341	  -8359.59	  -2039.81	  -919.699	  -919.699	  -919.699
342	  -8384.31	  -2064.53	  -938.023	  -938.023	  -938.023
343	  -8412.53	  -2092.75	  -957.504	  -957.504	  -957.504
344	     -8434	  -2114.22	  -976.668	  -976.668	  -976.668
345	  -8452.61	  -2132.83	   -995.29	   -995.29	   -995.29
346	  -8472.88	   -2153.1	   -1014.5	   -1014.5	   -1014.5
347	  -8499.95	  -2180.17	  -1034.67	  -1034.67	  -1034.67
348	  -8528.03	  -2208.25	  -1054.54	  -1054.54	  -1054.54
349	  -8545.97	  -2226.19	  -1073.39	  -1073.39	  -1073.39
350	  -8560.89	  -2241.11	  -1093.26	  -1093.26	  -1093.26
351	  -8587.19	  -2267.41	  -1117.43	  -1117.43	  -1117.43
352	  -8625.66	  -2305.88	  -1146.94	  -1146.94	  -1146.94
353	  -8665.87	  -2346.09	  -1180.08	  -1180.08	  -1180.08
354	  -8701.42	  -2381.64	  -1215.06	  -1215.06	  -1215.06
355	  -8739.55	  -2419.77	  -1251.44	  -1251.44	  -1251.44
356	  -8784.93	  -2465.15	  -1289.13	  -1289.13	  -1289.13
357	  -8826.19	  -2506.41	  -1328.22	  -1328.22	  -1328.22
358	  -8863.22	  -2543.44	  -1371.29	  -1371.29	  -1371.29
359	  -8909.74	  -2589.96	  -1424.45	  -1424.45	  -1424.45
360	  -8976.58	  -2656.79	     -1495	     -1495	     -1495
361	  -9074.12	  -2754.34	  -1587.65	  -1587.65	  -1587.65
362	  -9199.79	  -2880.01	  -1703.84	  -1703.84	  -1703.84
363	  -9334.82	  -3015.04	  -1847.05	  -1847.05	  -1847.05
364	  -9493.13	  -3173.35	  -2033.57	  -2033.57	  -2033.57
365	  -9696.59	  -3376.81	  -2306.28	  -2306.28	  -2306.28
366	  -9999.53	  -3679.75	  -2747.37	  -2747.37	  -2747.37
367	  -10558.6	  -4238.85	  -3474.26	  -3474.26	  -3474.26
368	  -11608.2	  -5288.44	  -4602.84	  -4602.84	  -4602.84
369	  -13245.6	  -6925.81	  -6192.85	  -6192.85	  -6192.85
370	  -15396.5	  -9076.67	  -8210.49	  -8210.49	  -8210.49
371	  -17965.5	  -11645.7	  -10521.5	  -10521.5	  -10521.5
372	  -20634.6	  -14314.9	  -12904.2	  -12904.2	  -12904.2
373	  -23148.8	    -16829	  -15078.3	  -15078.3	  -15078.3
374	  -25216.1	  -18896.4	  -16775.2	  -16775.2	  -16775.2
375	  -25981.5	  -19661.8	  -17866.7	  -17866.7	  -17866.7
376	  -26253.5	  -19933.7	  -18435.6	  -18435.6	  -18435.6
377	  -26344.9	  -20025.1	  -18679.3	  -18679.3	  -18679.3
378	    -26368	  -20048.2	  -18767.9	  -18767.9	  -18767.9
379	  -26374.1	  -20054.3	  -18795.8	  -18795.8	  -18795.8
380	  -26380.3	  -20060.6	  -18802.4	  -18802.4	  -18802.4
381	  -26388.4	  -20068.6	  -18799.7	  -18799.7	  -18799.7
382	  -26373.9	  -20054.2	  -18791.3	  -18791.3	  -18791.3
383	  -26356.9	  -20037.1	    -18781	    -18781	    -18781
384	  -26353.7	  -20033.9	  -18773.1	  -18773.1	  -18773.1
385	    -26359	  -20039.2	  -18768.8	  -18768.8	  -18768.8
386	  -26361.2	  -20041.4	  -18766.5	  -18766.5	  -18766.5
387	  -26356.8	  -20037.1	  -18765.8	  -18765.8	  -18765.8
388	  -26363.6	  -20043.8	  -18766.7	  -18766.7	  -18766.7
389	  -26377.9	  -20058.1	  -18767.8	  -18767.8	  -18767.8
390	  -26377.2	  -20057.5	  -18766.9	  -18766.9	  -18766.9
391	  -26370.9	  -20051.1	    -18764	    -18764	    -18764
392	  -26371.1	  -20051.3	  -18761.2	  -18761.2	  -18761.2
393	  -26376.2	  -20056.4	  -18759.9	  -18759.9	  -18759.9
